countrycode,year,percentile_value,coverage,percentile,datatype,decile_within_percentile,countryname,region
JOR,1991,14.26596,N,90,consumption,6,Jordan,MNA
SLV,1991,14.34079,N,90,income,6,El Salvador,LAC
TON,1991,15.21434,N,90,consumption,6,Tonga,EAP
JAM,1991,15.26965,N,90,consumption,6,Jamaica,LAC
MAR,1991,15.42325,N,90,consumption,7,Morocco,MNA
GAB,1991,15.61661,N,90,consumption,7,Gabon,SSA
ARM,1991,15.80729,N,90,income,7,Armenia,ECA
IRN,1991,16.84,N,90,consumption,7,Iran,MNA
CRI,1991,17.33714,N,90,income,7,Costa Rica,LAC
SUR,1991,17.79379,N,90,income,7,Suriname,LAC
ZAF,1991,17.82104,N,90,consumption,7,South Africa,SSA
MDA,1991,17.94838,N,90,consumption,7,Moldova,ECA
TUR,1991,17.96633,N,90,consumption,7,Turkey,ECA
ROU,1991,18.4051,N,90,income,7,Romania,ECA
COL,1991,19.80073,N,90,income,7,Colombia,LAC
MEX,1991,20.65319,N,90,consumption,7,Mexico,LAC
CZE,1991,20.95819,N,90,income,7,Czech Republic,ECA
LVA,1991,21.72709,N,90,income,7,Latvia,ECA
PER,1991,21.79358,N,90,consumption,7,Peru,LAC
HRV,1991,21.8249,N,90,income,7,Croatia,ECA
BRA,1991,21.8483,N,90,income,8,Brazil,LAC
SVK,1991,22.94886,N,90,income,8,Slovak Republic,ECA
RUS,1991,23.33902,N,90,consumption,8,Russian Federation,ECA
PAN,1991,23.40191,N,90,income,8,Panama,LAC
LBN,1991,23.58007,N,90,consumption,8,Lebanon,MNA
BGR,1991,24.01688,N,90,consumption,8,Bulgaria,ECA
MYS,1991,24.55935,N,90,income,8,Malaysia,EAP
SYC,1991,24.62775,N,90,consumption,8,Seychelles,SSA
VEN,1991,24.75502,N,90,income,8,Venezuela,LAC
AZE,1991,25.14003,N,90,consumption,8,Azerbaijan,ECA
CHL,1991,25.21443,N,90,income,8,Chile,LAC
EST,1991,25.24602,N,90,income,8,Estonia,ECA
POL,1991,26.4273,N,90,income,8,Poland,ECA
PRY,1991,28.75991,N,90,income,8,Paraguay,LAC
MNE,1991,29.34512,N,90,consumption,8,Montenegro,ECA
TTO,1991,29.88881,N,90,income,8,Trinidad and Tobago,LAC
HUN,1991,30.70271,N,90,income,8,Hungary,ECA
ARG,1991,30.91497,U,90,income,9,Argentina,LAC
KOR,1991,32.91089,N,90,income,9,Korea,OHI
MLT,1991,33.24937,N,90,income,9,Malta,OHI
SRB,1991,33.86156,N,90,consumption,9,Serbia,ECA
SVN,1991,33.94737,N,90,income,9,Slovenia,ECA
GEO,1991,34.03556,N,90,consumption,9,Georgia,ECA
URY,1991,35.27827,N,90,income,9,Uruguay,LAC
CYP,1991,38.70137,N,90,income,9,Cyprus,OHI
PRT,1991,40.86731,N,90,income,9,Portugal,OHI
ISR,1991,41.31218,N,90,income,9,Israel,OHI
GRC,1991,43.02194,N,90,income,9,Greece,OHI
IRL,1991,43.354730000000004,N,90,income,9,Ireland,OHI
ESP,1991,45.47,N,90,income,9,Spain,OHI
SWE,1991,48.42687,N,90,income,9,Sweden,OHI
BEL,1991,53.32769,N,90,income,9,Belgium,OHI
FIN,1991,55.77273,N,90,income,9,Finland,OHI
ISL,1991,56.87266,N,90,income,9,Iceland,OHI
GBR,1991,57.02899,N,90,income,10,United Kingdom,OHI
ITA,1991,58.21345,N,90,income,10,Italy,OHI
JPN,1991,60.02024,N,90,income,10,Japan,OHI
TWN,1991,60.23584,N,90,income,10,,
NOR,1991,61.23033,N,90,income,10,Norway,OHI
FRA,1991,65.00109,N,90,income,10,France,OHI
AUS,1991,67.65273,N,90,income,10,Australia,OHI
DNK,1991,67.80632,N,90,income,10,Denmark,OHI
AUT,1991,70.21447,N,90,income,10,Austria,OHI
NLD,1991,73.72978,N,90,income,10,Netherlands,OHI
CAN,1991,75.42373,N,90,income,10,Canada,OHI
DEU,1991,76.61602,N,90,income,10,Germany,OHI
LUX,1991,87.06814,N,90,income,10,Luxembourg,OHI
USA,1991,100.1593,N,90,income,10,United States,OHI
CHE,1991,126.1788,N,90,income,10,Switzerland,OHI
ARE,1991,230.8466,N,90,income,10,,
GIN,1991,3.997914,N,100,consumption,1,Guinea,SSA
BDI,1991,9.467628,N,100,consumption,1,Burundi,SSA
CHN,1991,9.606157,U,100,consumption,1,China,EAP
IDN,1991,10.32488,A,100,consumption,1,Indonesia,EAP
IDN,1991,10.32488,R,100,consumption,1,Indonesia,EAP
NGA,1991,11.37087,N,100,consumption,1,Nigeria,SSA
GUY,1991,18.13633,N,100,income,1,Guyana,LAC
SWZ,1991,18.69834,N,100,consumption,1,Eswatini,SSA
MNG,1991,21.39899,N,100,consumption,1,Mongolia,EAP
GHA,1991,24.97934,N,100,consumption,1,Ghana,SSA
MRT,1991,25.20227,N,100,consumption,1,Mauritania,SSA
IDN,1991,25.71183,U,100,consumption,1,Indonesia,EAP
BGD,1991,26.27506,N,100,consumption,1,Bangladesh,SAS
BLR,1991,26.55768,N,100,income,1,Belarus,ECA
MKD,1991,27.30631,N,100,consumption,1,North Macedonia,ECA
VNM,1991,28.1104,N,100,consumption,1,Vietnam,EAP
CAF,1991,28.76349,N,100,consumption,2,Central African Republic,SSA
UGA,1991,29.33977,N,100,consumption,2,Uganda,SSA
IRQ,1991,29.93266,N,100,consumption,2,Iraq,MNA
KAZ,1991,30.93583,N,100,income,2,Kazakhstan,ECA
SDN,1991,31.9299,N,100,consumption,2,Sudan,SSA
ROU,1991,32.00211,N,100,income,2,Romania,ECA
CIV,1991,34.51753,N,100,consumption,2,Cote d'Ivoire,SSA
ALB,1991,34.82997,N,100,consumption,2,Albania,ECA
BTN,1991,36.11762,N,100,consumption,2,Bhutan,SAS
LBR,1991,37.54395,N,100,consumption,2,Liberia,SSA
PAK,1991,37.97416,N,100,consumption,2,Pakistan,SAS
IND,1991,41.04323,A,100,consumption,2,India,SAS
IND,1991,41.04323,R,100,consumption,2,India,SAS
TGO,1991,43.12628,N,100,consumption,2,Togo,SSA
TZA,1991,45.04389,N,100,consumption,2,Tanzania,SSA
LCA,1991,45.44455,N,100,income,2,St. Lucia,LAC
KEN,1991,45.89921,N,100,consumption,3,Kenya,SSA
HRV,1991,46.10707,N,100,income,3,Croatia,ECA
LVA,1991,46.24337,N,100,income,3,Latvia,ECA
IND,1991,48.4284,U,100,consumption,3,India,SAS
NPL,1991,48.69209,N,100,consumption,3,Nepal,SAS
JOR,1991,48.77542,N,100,consumption,3,Jordan,MNA
BGR,1991,49.03547,N,100,consumption,3,Bulgaria,ECA
TKM,1991,50.13634,N,100,consumption,3,Turkmenistan,ECA
LAO,1991,51.11345,N,100,consumption,3,Lao People's Democratic Republic,EAP
EGY,1991,54.94331,N,100,consumption,3,Egypt,MNA
TUN,1991,55.68246,N,100,consumption,3,Tunisia,MNA
MMR,1991,56.19225,N,100,consumption,3,Myanmar,EAP
PNG,1991,58.71727,N,100,consumption,3,Papua New Guinea,EAP
COD,1991,61.10065,N,100,consumption,3,Congo,SSA
POL,1991,64.63213,N,100,income,3,Poland,ECA
BEN,1991,65.84611,N,100,consumption,3,Benin,SSA
PHL,1991,66.26341,N,100,consumption,3,Philippines,EAP
MAR,1991,67.25867,N,100,consumption,4,Morocco,MNA
KIR,1991,79.1176,N,100,consumption,4,Kiribati,EAP
TCD,1991,81.46997,N,100,consumption,4,Chad,SSA
SVK,1991,82.57778,N,100,income,4,Slovak Republic,ECA
SVN,1991,83.77923,N,100,income,4,Slovenia,ECA
TJK,1991,85.82443,N,100,consumption,4,Tajikistan,ECA
ZWE,1991,87.50654,N,100,consumption,4,Zimbabwe,SSA
CZE,1991,89.24262,N,100,income,4,Czech Republic,ECA
YEM,1991,91.03607,N,100,consumption,4,Yemen,MNA
ZAF,1991,95.66161,N,100,consumption,4,South Africa,SSA
TTO,1991,98.63001,N,100,income,4,Trinidad and Tobago,LAC
DZA,1991,99.70044,N,100,consumption,4,Algeria,MNA
MNE,1991,100.8828,N,100,consumption,4,Montenegro,ECA
GMB,1991,102.6855,N,100,consumption,4,Gambia,SSA
PSE,1991,103.242,N,100,consumption,4,West Bank and Gaza,MNA
TUV,1991,103.9136,N,100,consumption,4,Tuvalu,EAP
VUT,1991,107.424,N,100,consumption,5,Vanuatu,EAP
CMR,1991,108.2327,N,100,consumption,5,Cameroon,SSA
UKR,1991,108.5535,N,100,consumption,5,Ukraine,ECA
LBN,1991,113.0067,N,100,consumption,5,Lebanon,MNA
KOR,1991,113.9021,N,100,income,5,Korea,OHI
WSM,1991,119.7193,N,100,consumption,5,Samoa,EAP
BFA,1991,120.2009,N,100,consumption,5,Burkina Faso,SSA
MLT,1991,126.6475,N,100,income,5,Malta,OHI
GEO,1991,129.8544,N,100,consumption,5,Georgia,ECA
COG,1991,130.8149,N,100,consumption,5,Congo,SSA
HUN,1991,132.916,N,100,income,5,Hungary,ECA
UZB,1991,133.007,N,100,consumption,5,Uzbekistan,ECA
SUR,1991,133.1944,N,100,income,5,Suriname,LAC
TON,1991,135.3413,N,100,consumption,5,Tonga,EAP
IRN,1991,140.3253,N,100,consumption,5,Iran,MNA
MUS,1991,146.1601,N,100,consumption,5,Mauritius,SSA
FIN,1991,149.9505,N,100,income,6,Finland,OHI
ZMB,1991,153.9252,N,100,consumption,6,Zambia,SSA
LKA,1991,155.888,N,100,consumption,6,Sri Lanka,SAS
SWE,1991,160.286,N,100,income,6,Sweden,OHI
RWA,1991,167.5736,N,100,consumption,6,Rwanda,SSA
ISR,1991,169.6666,N,100,income,6,Israel,OHI
AZE,1991,172.7413,N,100,consumption,6,Azerbaijan,ECA
MDA,1991,174.6949,N,100,consumption,6,Moldova,ECA
FJI,1991,175.3207,N,100,consumption,6,Fiji,EAP
MDG,1991,179.9907,N,100,consumption,6,Madagascar,SSA
LSO,1991,182.6065,N,100,consumption,6,Lesotho,SSA
BIH,1991,182.6144,N,100,consumption,6,Bosnia and Herzegovina,ECA
FSM,1991,184.3267,N,100,consumption,6,Micronesia,EAP
GRC,1991,186.3485,N,100,income,6,Greece,OHI
MOZ,1991,187.9042,N,100,consumption,6,Mozambique,SSA
JAM,1991,187.9148,N,100,consumption,6,Jamaica,LAC
AUT,1991,191.0575,N,100,income,6,Austria,OHI
DJI,1991,204.0638,N,100,consumption,7,Djibouti,MNA
NOR,1991,205.8859,N,100,income,7,Norway,OHI
TUR,1991,218.2018,N,100,consumption,7,Turkey,ECA
BEL,1991,221.513,N,100,income,7,Belgium,OHI
IRL,1991,224.2959,N,100,income,7,Ireland,OHI
ESP,1991,230.7057,N,100,income,7,Spain,OHI
MLI,1991,235.5084,N,100,consumption,7,Mali,SSA
DNK,1991,239.5886,N,100,income,7,Denmark,OHI
AUS,1991,240.5172,N,100,income,7,Australia,OHI
JPN,1991,241.2946,N,100,income,7,Japan,OHI
PRY,1991,244.0235,N,100,income,7,Paraguay,LAC
PRT,1991,254.6161,N,100,income,7,Portugal,OHI
CAN,1991,255.6927,N,100,income,7,Canada,OHI
RUS,1991,260.4812,N,100,consumption,7,Russian Federation,ECA
ITA,1991,275.6406,N,100,income,7,Italy,OHI
SYR,1991,282.0397,N,100,consumption,7,Syrian Arab Republic,MNA
HTI,1991,288.2277,N,100,income,8,Haiti,LAC
TWN,1991,292.2489,N,100,income,8,,
DEU,1991,298.5385,N,100,income,8,Germany,OHI
CPV,1991,302.2029,N,100,consumption,8,Cabo Verde,SSA
FRA,1991,304.1877,N,100,income,8,France,OHI
ARE,1991,308.1288,N,100,income,8,,
NIC,1991,327.1453,N,100,consumption,8,Nicaragua,LAC
GBR,1991,331.5027,N,100,income,8,United Kingdom,OHI
COL,1991,336.1096,N,100,income,8,Colombia,LAC
LUX,1991,339.2865,N,100,income,8,Luxembourg,OHI
NLD,1991,366.3071,N,100,income,8,Netherlands,OHI
ECU,1991,397.0656,N,100,income,8,Ecuador,LAC
ARM,1991,405.2134,N,100,income,8,Armenia,ECA
NAM,1991,411.298,N,100,income,8,Namibia,SSA
SYC,1991,412.8609,N,100,consumption,8,Seychelles,SSA
USA,1991,414.2685,N,100,income,8,United States,OHI
PER,1991,419.9946,N,100,consumption,8,Peru,LAC
SLV,1991,436.3615,N,100,income,9,El Salvador,LAC
EST,1991,445.4671,N,100,income,9,Estonia,ECA
PAN,1991,463.5378,N,100,income,9,Panama,LAC
ISL,1991,468.4328,N,100,income,9,Iceland,OHI
BOL,1991,496.139,N,100,income,9,Bolivia,LAC
CRI,1991,506.7561,N,100,income,9,Costa Rica,LAC
CHN,1991,508.3983,A,100,consumption,9,China,EAP
CHN,1991,508.3983,R,100,consumption,9,China,EAP
BWA,1991,510.9364,N,100,consumption,9,Botswana,SSA
MYS,1991,513.2919,N,100,income,9,Malaysia,EAP
KGZ,1991,535.4923,N,100,consumption,9,Kyrgyz Republic,ECA
THA,1991,541.9272,N,100,consumption,9,Thailand,EAP
LTU,1991,549.7545,N,100,income,9,Lithuania,ECA
GAB,1991,614.291,N,100,consumption,9,Gabon,SSA
CYP,1991,643.345,N,100,income,9,Cyprus,OHI
ETH,1991,678.6714,N,100,consumption,9,Ethiopia,SSA
MEX,1991,697.0665,N,100,consumption,10,Mexico,LAC
GTM,1991,751.4976,N,100,income,10,Guatemala,LAC
SRB,1991,755.0685,N,100,consumption,10,Serbia,ECA
ARG,1991,808.8219,U,100,income,10,Argentina,LAC
URY,1991,810.8034,N,100,income,10,Uruguay,LAC
COM,1991,853.7416,N,100,consumption,10,Comoros,SSA
HND,1991,943.665,N,100,income,10,Honduras,LAC
VEN,1991,1031.538,N,100,income,10,Venezuela,LAC
CHE,1991,1194.962,N,100,income,10,Switzerland,OHI
CHL,1991,1383.268,N,100,income,10,Chile,LAC
BLZ,1991,1779.77,N,100,income,10,Belize,LAC
BRA,1991,2007.167,N,100,income,10,Brazil,LAC
DOM,1991,2920.914,N,100,income,10,Dominican Republic,LAC
SEN,1991,5071.539,N,100,consumption,10,Senegal,SSA
NER,1991,14337.84,N,100,consumption,10,Niger,SSA
MWI,1991,30654.13,N,100,consumption,10,Malawi,SSA
CAF,1992,0.1166981,N,10,consumption,1,Central African Republic,SSA
ZMB,1992,0.1246849,N,10,consumption,1,Zambia,SSA
GIN,1992,0.1539949,N,10,consumption,1,Guinea,SSA
SWZ,1992,0.1882653,N,10,consumption,1,Eswatini,SSA
GNB,1992,0.2288167,N,10,consumption,1,Guinea-Bissau,SSA
MOZ,1992,0.2510972,N,10,consumption,1,Mozambique,SSA
MLI,1992,0.2839065,N,10,consumption,1,Mali,SSA
HTI,1992,0.3541059,N,10,income,1,Haiti,LAC
SEN,1992,0.3609191,N,10,consumption,1,Senegal,SSA
MMR,1992,0.3644618,N,10,consumption,1,Myanmar,EAP
BFA,1992,0.3849061,N,10,consumption,1,Burkina Faso,SSA
COD,1992,0.3909433,N,10,consumption,1,Congo,SSA
GMB,1992,0.4439574,N,10,consumption,1,Gambia,SSA
LBR,1992,0.4452011,N,10,consumption,1,Liberia,SSA
NGA,1992,0.4457235,N,10,consumption,1,Nigeria,SSA
MDG,1992,0.500909,N,10,consumption,1,Madagascar,SSA
NAM,1992,0.5149187,N,10,income,2,Namibia,SSA
PAN,1992,0.5465155,N,10,income,2,Panama,LAC
RWA,1992,0.5571529,N,10,consumption,2,Rwanda,SSA
BDI,1992,0.5622753,N,10,consumption,2,Burundi,SSA
ETH,1992,0.5705826,N,10,consumption,2,Ethiopia,SSA
LSO,1992,0.5780997,N,10,consumption,2,Lesotho,SSA
TZA,1992,0.5962514,N,10,consumption,2,Tanzania,SSA
PNG,1992,0.5974427,N,10,consumption,2,Papua New Guinea,EAP
UGA,1992,0.6017159,N,10,consumption,2,Uganda,SSA
NER,1992,0.6145909,N,10,consumption,2,Niger,SSA
MWI,1992,0.6192751,N,10,consumption,2,Malawi,SSA
MRT,1992,0.6377016,N,10,consumption,2,Mauritania,SSA
TCD,1992,0.6719636,N,10,consumption,2,Chad,SSA
CPV,1992,0.6795618,N,10,consumption,2,Cabo Verde,SSA
GTM,1992,0.6854483,N,10,income,2,Guatemala,LAC
AGO,1992,0.7140206,N,10,consumption,2,Angola,SSA
NPL,1992,0.7200889,N,10,consumption,2,Nepal,SAS
COG,1992,0.7311593,N,10,consumption,3,Congo,SSA
CHN,1992,0.7613949,A,10,consumption,3,China,EAP
CHN,1992,0.7613949,R,10,consumption,3,China,EAP
UZB,1992,0.7618382,N,10,consumption,3,Uzbekistan,ECA
BEN,1992,0.7884922,N,10,consumption,3,Benin,SSA
TGO,1992,0.7983839,N,10,consumption,3,Togo,SSA
GHA,1992,0.8850417,N,10,consumption,3,Ghana,SSA
LCA,1992,0.8890905,N,10,income,3,St. Lucia,LAC
SDN,1992,0.907897,N,10,consumption,3,Sudan,SSA
VNM,1992,0.946429,N,10,consumption,3,Vietnam,EAP
KEN,1992,0.9554576,N,10,consumption,3,Kenya,SSA
BTN,1992,0.9645988,N,10,consumption,3,Bhutan,SAS
CMR,1992,0.9860397,N,10,consumption,3,Cameroon,SSA
IDN,1992,0.9901401,A,10,consumption,3,Indonesia,EAP
IDN,1992,0.9901401,R,10,consumption,3,Indonesia,EAP
HND,1992,1.000838,N,10,income,3,Honduras,LAC
SLV,1992,1.017001,N,10,income,4,El Salvador,LAC
IND,1992,1.03105,A,10,consumption,4,India,SAS
IND,1992,1.03105,R,10,consumption,4,India,SAS
ZAF,1992,1.03732,N,10,consumption,4,South Africa,SSA
SLB,1992,1.043811,N,10,consumption,4,Solomon Islands,EAP
GUY,1992,1.066285,N,10,income,4,Guyana,LAC
PAK,1992,1.092598,N,10,consumption,4,Pakistan,SAS
BRA,1992,1.095446,N,10,income,4,Brazil,LAC
BWA,1992,1.107476,N,10,consumption,4,Botswana,SSA
IDN,1992,1.159681,U,10,consumption,4,Indonesia,EAP
TKM,1992,1.169018,N,10,consumption,4,Turkmenistan,ECA
ECU,1992,1.211627,N,10,income,4,Ecuador,LAC
IND,1992,1.224345,U,10,consumption,4,India,SAS
BGD,1992,1.228657,N,10,consumption,4,Bangladesh,SAS
IRQ,1992,1.25679,N,10,consumption,4,Iraq,MNA
PHL,1992,1.263787,N,10,consumption,4,Philippines,EAP
NIC,1992,1.360047,N,10,consumption,4,Nicaragua,LAC
LAO,1992,1.364192,N,10,consumption,5,Lao People's Democratic Republic,EAP
ARM,1992,1.399888,N,10,income,5,Armenia,ECA
KGZ,1992,1.443127,N,10,consumption,5,Kyrgyz Republic,ECA
VUT,1992,1.47279,N,10,consumption,5,Vanuatu,EAP
CIV,1992,1.489763,N,10,consumption,5,Cote d'Ivoire,SSA
CHN,1992,1.505265,U,10,consumption,5,China,EAP
BIH,1992,1.602269,N,10,consumption,5,Bosnia and Herzegovina,ECA
BOL,1992,1.605604,N,10,income,5,Bolivia,LAC
COM,1992,1.630301,N,10,consumption,5,Comoros,SSA
ZWE,1992,1.670415,N,10,consumption,5,Zimbabwe,SSA
KIR,1992,1.704602,N,10,consumption,5,Kiribati,EAP
MNG,1992,1.733643,N,10,consumption,5,Mongolia,EAP
BLZ,1992,1.848415,N,10,income,5,Belize,LAC
FSM,1992,1.860451,N,10,consumption,5,Micronesia,EAP
TUN,1992,1.86535,N,10,consumption,5,Tunisia,MNA
DJI,1992,1.868115,N,10,consumption,5,Djibouti,MNA
YEM,1992,1.954648,N,10,consumption,6,Yemen,MNA
CRI,1992,1.96945,N,10,income,6,Costa Rica,LAC
LKA,1992,1.985633,N,10,consumption,6,Sri Lanka,SAS
TJK,1992,1.991462,N,10,consumption,6,Tajikistan,ECA
EGY,1992,1.999126,N,10,consumption,6,Egypt,MNA
COL,1992,2.025119,N,10,income,6,Colombia,LAC
ALB,1992,2.034291,N,10,consumption,6,Albania,ECA
DZA,1992,2.140429,N,10,consumption,6,Algeria,MNA
TUV,1992,2.149323,N,10,consumption,6,Tuvalu,EAP
THA,1992,2.155107,N,10,consumption,6,Thailand,EAP
MEX,1992,2.176638,N,10,consumption,6,Mexico,LAC
WSM,1992,2.183328,N,10,consumption,6,Samoa,EAP
SYR,1992,2.344887,N,10,consumption,6,Syrian Arab Republic,MNA
GAB,1992,2.353244,N,10,consumption,6,Gabon,SSA
MDA,1992,2.385186,N,10,consumption,6,Moldova,ECA
IRN,1992,2.386706,N,10,consumption,6,Iran,MNA
FJI,1992,2.407955,N,10,consumption,6,Fiji,EAP
DOM,1992,2.443998,N,10,income,7,Dominican Republic,LAC
LTU,1992,2.519511,N,10,income,7,Lithuania,ECA
KAZ,1992,2.535092,N,10,income,7,Kazakhstan,ECA
MUS,1992,2.5497,N,10,consumption,7,Mauritius,SSA
JAM,1992,2.552016,N,10,consumption,7,Jamaica,LAC
CHL,1992,2.577308,N,10,income,7,Chile,LAC
MKD,1992,2.63705,N,10,consumption,7,North Macedonia,ECA
JOR,1992,2.658982,N,10,consumption,7,Jordan,MNA
MAR,1992,2.663312,N,10,consumption,7,Morocco,MNA
PER,1992,2.691747,N,10,consumption,7,Peru,LAC
RUS,1992,2.736237,N,10,consumption,7,Russian Federation,ECA
TON,1992,2.752305,N,10,consumption,7,Tonga,EAP
TTO,1992,2.892231,N,10,income,7,Trinidad and Tobago,LAC
VEN,1992,2.975068,N,10,income,7,Venezuela,LAC
MYS,1992,2.988995,N,10,income,7,Malaysia,EAP
UKR,1992,3.020321,N,10,consumption,7,Ukraine,ECA
GEO,1992,3.145953,N,10,consumption,7,Georgia,ECA
TUR,1992,3.174661,N,10,consumption,8,Turkey,ECA
PSE,1992,3.369706,N,10,consumption,8,West Bank and Gaza,MNA
BLR,1992,3.979737,N,10,income,8,Belarus,ECA
ARG,1992,4.154291,U,10,income,8,Argentina,LAC
EST,1992,4.167959,N,10,income,8,Estonia,ECA
AZE,1992,4.225927,N,10,consumption,8,Azerbaijan,ECA
LVA,1992,4.31041,N,10,income,8,Latvia,ECA
PRY,1992,4.353456,N,10,income,8,Paraguay,LAC
SYC,1992,4.662214,N,10,consumption,8,Seychelles,SSA
ROU,1992,5.033495,N,10,income,8,Romania,ECA
MNE,1992,5.591819,N,10,consumption,8,Montenegro,ECA
SRB,1992,6.132431,N,10,consumption,8,Serbia,ECA
URY,1992,6.385988,N,10,income,8,Uruguay,LAC
HRV,1992,6.77103,N,10,income,8,Croatia,ECA
POL,1992,6.856026,N,10,income,8,Poland,ECA
PRT,1992,7.289303,N,10,income,8,Portugal,OHI
GRC,1992,7.5085750000000004,N,10,income,9,Greece,OHI
KOR,1992,7.841479,N,10,income,9,Korea,OHI
BGR,1992,8.117171,N,10,income,9,Bulgaria,ECA
LBN,1992,8.19539,N,10,consumption,9,Lebanon,MNA
HUN,1992,8.199619,N,10,income,9,Hungary,ECA
ISR,1992,8.206585,N,10,income,9,Israel,OHI
SVK,1992,9.050711,N,10,income,9,Slovak Republic,ECA
IRL,1992,9.368222,N,10,income,9,Ireland,OHI
MLT,1992,9.387994,N,10,income,9,Malta,OHI
ESP,1992,9.636612,N,10,income,9,Spain,OHI
CZE,1992,9.681846,N,10,income,9,Czech Republic,ECA
CYP,1992,10.90079,N,10,income,9,Cyprus,OHI
GBR,1992,11.14876,N,10,income,9,United Kingdom,OHI
JPN,1992,11.77094,N,10,income,9,Japan,OHI
ITA,1992,13.90192,N,10,income,9,Italy,OHI
SVN,1992,14.01958,N,10,income,9,Slovenia,ECA
AUS,1992,14.86728,N,10,income,9,Australia,OHI
USA,1992,15.74166,N,10,income,10,United States,OHI
FRA,1992,16.04325,N,10,income,10,France,OHI
TWN,1992,17.03164,N,10,income,10,,
CAN,1992,17.43117,N,10,income,10,Canada,OHI
BEL,1992,17.5186,N,10,income,10,Belgium,OHI
ISL,1992,17.55461,N,10,income,10,Iceland,OHI
SWE,1992,19.26624,N,10,income,10,Sweden,OHI
FIN,1992,19.49257,N,10,income,10,Finland,OHI
NLD,1992,19.79831,N,10,income,10,Netherlands,OHI
NOR,1992,20.79964,N,10,income,10,Norway,OHI
DEU,1992,21.08486,N,10,income,10,Germany,OHI
DNK,1992,22.77279,N,10,income,10,Denmark,OHI
LUX,1992,24.5041,N,10,income,10,Luxembourg,OHI
AUT,1992,24.95793,N,10,income,10,Austria,OHI
CHE,1992,25.55203,N,10,income,10,Switzerland,OHI
ARE,1992,37.64545,N,10,income,10,,
SLE,1992,0.002702817,N,20,consumption,1,Sierra Leone,SSA
CAF,1992,0.1951712,N,20,consumption,1,Central African Republic,SSA
GIN,1992,0.2834151,N,20,consumption,1,Guinea,SSA
SWZ,1992,0.3014631,N,20,consumption,1,Eswatini,SSA
ZMB,1992,0.3148472,N,20,consumption,1,Zambia,SSA
MOZ,1992,0.3557788,N,20,consumption,1,Mozambique,SSA
MLI,1992,0.3876019,N,20,consumption,1,Mali,SSA
GNB,1992,0.4559084,N,20,consumption,1,Guinea-Bissau,SSA
MMR,1992,0.4587795,N,20,consumption,1,Myanmar,EAP
BFA,1992,0.4868129,N,20,consumption,1,Burkina Faso,SSA
COD,1992,0.5270175,N,20,consumption,1,Congo,SSA
SEN,1992,0.530023,N,20,consumption,1,Senegal,SSA
GMB,1992,0.628542,N,20,consumption,1,Gambia,SSA
LBR,1992,0.6316091,N,20,consumption,1,Liberia,SSA
HTI,1992,0.6657872,N,20,income,1,Haiti,LAC
MDG,1992,0.6878902,N,20,consumption,1,Madagascar,SSA
BDI,1992,0.7008036,N,20,consumption,2,Burundi,SSA
NGA,1992,0.7015999,N,20,consumption,2,Nigeria,SSA
NAM,1992,0.7175761,N,20,income,2,Namibia,SSA
ETH,1992,0.725409,N,20,consumption,2,Ethiopia,SSA
RWA,1992,0.7480304,N,20,consumption,2,Rwanda,SSA
MWI,1992,0.7735755,N,20,consumption,2,Malawi,SSA
NER,1992,0.7753358,N,20,consumption,2,Niger,SSA
PNG,1992,0.7999232,N,20,consumption,2,Papua New Guinea,EAP
TZA,1992,0.8284845,N,20,consumption,2,Tanzania,SSA
TCD,1992,0.8508411,N,20,consumption,2,Chad,SSA
UGA,1992,0.8588503,N,20,consumption,2,Uganda,SSA
LSO,1992,0.9142004,N,20,consumption,2,Lesotho,SSA
NPL,1992,0.9178433,N,20,consumption,2,Nepal,SAS
CHN,1992,0.9289898,A,20,consumption,2,China,EAP
CHN,1992,0.9289898,R,20,consumption,2,China,EAP
CPV,1992,0.9337915,N,20,consumption,2,Cabo Verde,SSA
COG,1992,0.9889317,N,20,consumption,2,Congo,SSA
BEN,1992,1.007483,N,20,consumption,3,Benin,SSA
TGO,1992,1.031613,N,20,consumption,3,Togo,SSA
MRT,1992,1.035036,N,20,consumption,3,Mauritania,SSA
GHA,1992,1.157073,N,20,consumption,3,Ghana,SSA
VNM,1992,1.157431,N,20,consumption,3,Vietnam,EAP
BTN,1992,1.160718,N,20,consumption,3,Bhutan,SAS
SDN,1992,1.20302,N,20,consumption,3,Sudan,SSA
GTM,1992,1.217894,N,20,income,3,Guatemala,LAC
AGO,1992,1.226256,N,20,consumption,3,Angola,SSA
IDN,1992,1.226878,A,20,consumption,3,Indonesia,EAP
IDN,1992,1.226878,R,20,consumption,3,Indonesia,EAP
UZB,1992,1.2307,N,20,consumption,3,Uzbekistan,ECA
IND,1992,1.232495,A,20,consumption,3,India,SAS
IND,1992,1.232495,R,20,consumption,3,India,SAS
LCA,1992,1.29689,N,20,income,3,St. Lucia,LAC
CMR,1992,1.312532,N,20,consumption,3,Cameroon,SSA
PAK,1992,1.363475,N,20,consumption,3,Pakistan,SAS
KEN,1992,1.382199,N,20,consumption,4,Kenya,SSA
ZAF,1992,1.392568,N,20,consumption,4,South Africa,SSA
SLB,1992,1.421464,N,20,consumption,4,Solomon Islands,EAP
GUY,1992,1.432506,N,20,income,4,Guyana,LAC
HND,1992,1.441207,N,20,income,4,Honduras,LAC
IDN,1992,1.450945,U,20,consumption,4,Indonesia,EAP
